"","logFC","logCPM","F","PValue","FDR","locus_tag","genes"
"csdA",-0.023849043042001,6.18273337806457,0.0689328473026158,0.794548881627006,0.908655655201228,"SL1344_2964","csdA"
"gntU",-0.0357378560158828,4.98361991145375,0.0685317025290306,0.795133584337604,0.909019905010958,"SL1344_3507","gntU"
"nhaA",0.0198408285735638,7.96164906317101,0.0674436206644673,0.796728840050952,0.909594732308412,"SL1344_0040","nhaA"
"caiA",0.0430716152075192,4.13922047361249,0.0671808791603322,0.797116109144313,0.909594732308412,"SL1344_0074","caiA"
"csgF",0.0946312728471191,1.59920898430769,0.0673703083734865,0.796836817798228,0.909594732308412,"SL1344_1077","csgF"
"SL1344_1738",-0.0975580352059718,1.85589949846943,0.0670933169088741,0.797245351770732,0.909594732308412,"SL1344_1738","SL1344_1738"
"SL1344_1805",-0.0685021811732124,2.69234932045461,0.0675967061913524,0.796503570744869,0.909594732308412,"SL1344_1805","SL1344_1805"
"eutM",-0.132393702079448,0.971089091956818,0.0676321541685972,0.796497070796083,0.909594732308412,"SL1344_2428","eutM"
"slrB",-0.111698092075423,1.36521554412908,0.0678546002002033,0.796124689139809,0.909594732308412,"SL1344_2814","slrB"
"igaA",-0.0216373004796823,7.42877265497135,0.0676429060209942,0.79643564010228,0.909594732308412,"SL1344_3462","igaA"
