nr,beta_WT,beta05_WT,beta95_WT,hl_WT,hl05_WT,hl95_WT,gamma,gamma05,gamma95,pib_WT,pib05_WT,pib95_WT,delta_1,delta05_1,delta95_1,p_value_1,beta_1,beta05_1,beta95_1,hl_1,hl05_1,hl95_1,delta_hl_1,delta_hl05_1,delta_hl95_1,p_hl_1,ratio_hl_1,pib_1,pib05_1,pib95_1,p_pib_1,delta_2,delta05_2,delta95_2,p_value_2,beta_2,beta05_2,beta95_2,hl_2,hl05_2,hl95_2,delta_hl_2,delta_hl05_2,delta_hl95_2,p_hl_2,ratio_hl_2,pib_2,pib05_2,pib95_2,p_pib_2,delta_3,delta05_3,delta95_3,p_value_3,beta_3,beta05_3,beta95_3,hl_3,hl05_3,hl95_3,delta_hl_3,delta_hl05_3,delta_hl95_3,p_hl_3,ratio_hl_3,pib_3,pib05_3,pib95_3,p_pib_3,sigma_g1,sigma_g2,sigma_g3,sigma_g4,sigma_g5,sigma_g6,sigma_g7,sigma_g8,sigma_g9,gene,com_id,ltag
3504,1.062335,0.9571435,1.1809935,0.652475142679228,0.586918851377015,0.724183150962654,1.71821,1.5289535,1.858826,0.01234845,0.010602915,0.01403669,-0.00326492,-0.1120537,0.10166905,0.597,1.05407385,0.952168835,1.184020035,0.657588821425246,0.585418456627561,0.727966675271523,0.001940047765709,-0.062084593859375,0.068758916289443,0.871,0.029034430072988,0.009069485,0.0073014965,0.010751735,0.005,-0.171701,-0.28759795,-0.045053655,0.027,0.8887305,0.7692121,1.03148209,0.779929551882499,0.671991518993753,0.901113206123281,0.128395549237879,0.030475775174528,0.232021685069599,0.0965,1.23902670120192,0.03627575,0.02912839,0.042186905,0,-0.1708465,-0.32816795,0.022116735,0.0895,0.886135,0.74945755,1.09362982,0.782213974864371,0.633804206890017,0.924865165263923,0.126422265214712,-0.013637912733882,0.26753218790247,0.1785,0.895913361772969,0.01186845,0.0088993135,0.01552719,0.434,0.3746815,0.2564015,0.247691,0.592842,0.3028865,0.2928905,0.247536,0.332022,0.5203145,SL1344_4033,fpr,SL1344_4033
3505,0.522514,0.4706401,0.5954662,1.3265619305322,1.16404118523444,1.47277544148922,2.867555,2.588329,3.2541265,0.0214728,0.017933385,0.025658505,0.117647,0.031244015,0.21932415,0.0345,0.64029575,0.55506439,0.76107445,1.08254221897684,0.910748193815222,1.24876896582412,-0.24614195713284,-0.411861254372469,-0.066462585280978,0.039,-1.4852944782702,0.0151835,0.01278098,0.01798572,0.0095,-0.0912587,-0.16968785,0.0055160145,0.1005,0.4273774,0.3660897,0.538896522,1.62186203706914,1.28623429131562,1.89338098553095,0.284234136667247,-0.015189922902046,0.562396533310738,0.097,1.02182804037146,0.0413109,0.033231375,0.05337791,0,-0.0688879,-0.15639115,0.02631936,0.1785,0.4543717,0.3765064,0.55647973741,1.52550693751743,1.24559289706268,1.8409970767142,0.201870098022382,-0.065153638861506,0.508404221877888,0.172,0.658556690143701,0.025177,0.01405119,0.04370593,0.3345,0.3172925,0.479693,0.3125455,0.4956075,0.337429,0.277854,0.2557735,0.448503,0.286168,SL1344_4034,glpX,SL1344_4034
3506,0.136955,0.1190556,0.16348455,5.06113096447631,4.23983294267864,5.822046007988,0.3591715,0.03867701,1.003231,0.01361155,0.001254829,0.047456145,0.00873935,-0.026943815,0.051303335,0.692,0.145853995,0.1195577245,0.186198665,4.75233592749555,3.72262181599993,5.79759431156772,-0.301241516743685,-1.51729736400344,0.947424448071739,0.378,-0.247720133431782,0.03094635,0.00387701,0.07548607,0.269,0.003546145,-0.036671465,0.05889187,0.717,0.140194295,0.10935822,0.19619988,4.94419015645633,3.5328624883817,6.33831807398267,-0.137322700898064,-1.67886786036045,1.48364542619092,0.467,-0.089081205344614,0.04955635,0.007269783,0.11339815,0.1415,0.10625,0.03734354,0.2409594,0.012,0.243405,0.17723439,0.38360845,2.84771138527284,1.8069165882256,3.91090679814432,-2.23056015366365,-3.38740060211152,-0.966938542549715,0.003,-1.92814848119842,0.05831165,0.0095519075,0.1297694,0.1175,0.4447605,0.349759,0.5242205,0.460929,0.4803825,0.4232055,0.500651,0.4513345,0.53627,SL1344_4035,glpK,SL1344_4035
3507,0.1562755,0.12191675,0.2390239,4.43541811936913,2.89990746334988,5.68541389962415,0.150348,0.014544265,0.62785955,0.05659455,0.0088969565,0.1487343,0.05047105,-0.03615001,0.1560322,0.269,0.2102011,0.150912625,0.31623045,3.29754308588238,2.19190524137322,4.59303641003147,-1.07696014634324,-2.76923425133015,0.670456163372716,0.166,-0.636398171649368,0.08992585,0.04112254,0.1497998,0.282,0.0021498,-0.081546285,0.094650305,0.635,0.1618568,0.111085195,0.25211706,4.282471807782,2.74930757708289,6.23978015449252,-0.052497564784726,-2.01650518296314,2.13759620062821,0.499,-0.026729817287276,0.1011835,0.02685466,0.18911685,0.254,0.134602,0.030943195,0.2749257,0.0325,0.2973225,0.217634745,0.4297384,2.33129770851237,1.61295230546918,3.18491100685921,-2.06468509945324,-3.5445771759174,-0.375110881577188,0.018,-1.39515923646696,0.0773624,0.035311985,0.1307679,0.3465,0.2753395,0.4210095,0.5572985,0.4523425,0.5036445,0.3598805,0.5023765,0.4465315,0.5797945,SL1344_4036,glpF,SL1344_4036
3508,0.7401955,0.66355675,0.8331252,0.9364379842619,0.831984413500655,1.0445936705493,1.065375,0.79694055,1.3124905,0.0159047,0.01394307,0.01828274,0.0724701,-0.0076771325,0.1547358,0.144,0.81449705,0.722248825,0.9134461,0.851012523544424,0.758826585579323,0.959706900544344,-0.082737900061138,-0.17791870415496,0.008343016296225,0.2725,-0.869270866629603,0.0106912,0.0091475495,0.01245875,0,-0.1668645,-0.25062865,-0.084114315,0.002,0.573669,0.4943799,0.66381855,1.20827024691121,1.04418195423965,1.40205372588487,0.270152572051033,0.128150557973371,0.440835457489002,0.0045,1.5827748128222,0.0362648,0.03028895,0.043361375,0,-0.1390885,-0.24079035,-0.02937548,0.0385,0.598814,0.52826305,0.6996020225,1.15753335859027,0.990773551687607,1.31212506676022,0.221632307324042,0.041021847667551,0.384507031517361,0.0575,1.36075323179662,0.01708325,0.013701275,0.022264035,0.3325,0.2197945,0.257912,0.2341585,0.5512075,0.320352,0.236301,0.279069,0.2256355,0.316376,SL1344_4037,yiiU,SL1344_4037
3509,0.949243,0.8199484,1.105403,0.730210473567585,0.62705382621265,0.845354646345542,1.673595,1.3567715,2.0010025,0.02035645,0.018002635,0.02312567,-0.1379475,-0.2717686,-0.021043085,0.0495,0.81331245,0.6828269,0.93944868,0.852252022690938,0.737823358892146,1.01511407117037,0.124879514867648,0.017607813054512,0.255369505837911,0.1315,0.957004548311346,0.01724,0.014495555,0.020390245,0.104,-0.2815655,-0.41185155,-0.1341803,0.004,0.665656,0.5375328,0.8415203,1.04129938705558,0.823684444203394,1.28949746204153,0.308946275458512,0.122584554823355,0.518505408800402,0.0095,1.47426776648515,0.04940225,0.038718425,0.05986842,0,-0.2725235,-0.4337735,-0.077569165,0.024,0.6699175,0.5387806,0.89888705,1.03467546658126,0.771117180461241,1.28651107678116,0.299692177337312,0.072712143164288,0.531023607800308,0.039,1.2955099820958,0.0286444,0.021640635,0.03811168,0.0385,0.2719815,0.3432635,0.3452175,0.56331,0.3424045,0.313057,0.2725185,0.306217,0.380029,SL1344_4038,menG,SL1344_4038
3510,1.08252,0.9011012,1.2808495,0.640308891758437,0.541162081325194,0.76922238223957,2.26297,1.9532745,2.4224255,0.03156415,0.02770824,0.03615393,-0.0960479,-0.27603945,0.090788835,0.252,0.9861863,0.82370174,1.17391628,0.702856225604787,0.590457083021866,0.841502650482564,0.062157328173457,-0.057236830656565,0.176540817496104,0.4355,0.543411715637794,0.0318454,0.027103285,0.0378757,0.478,0.105003,-0.11129175,0.3546836,0.262,1.182335725,0.92378398,1.5240285,0.586252432956703,0.454812479380442,0.750334732256391,-0.057929381895451,-0.163233558189887,0.071468078997691,0.4555,-0.550114762148434,0.0525051,0.04555576,0.0605911,0,-0.07385,-0.28385295,0.1651636,0.351,1.00658845,0.81337195,1.267614555,0.688610306088132,0.546812263765946,0.852189747445134,0.046845853998447,-0.095487122285966,0.196018120894491,0.5155,0.314038627777189,0.0202186,0.0153127,0.026594735,0.0105,0.352517,0.492324,0.297725,0.576741,0.3347795,0.3372885,0.3181395,0.3975015,0.2790625,SL1344_4039,menA,SL1344_4039
3511,0.5331985,0.44180345,0.6324397,1.29997961465651,1.09598938215764,1.56890398423719,2.884375,2.4383445,3.16828,0.0294985,0.02289206,0.036947075,-0.1126185,-0.2052714,-0.032679615,0.027,0.4130758,0.36666549,0.493059865,1.67801449797972,1.40580734704164,1.89040746862574,0.35858604257052,0.102485884478423,0.590162205219808,0.021,1.54845834937502,0.0172942,0.0125776,0.02701803,0.022,0.05354885,-0.090100165,0.1859659,0.3595,0.59246355,0.40405141,0.7362259,1.16994063311392,0.941487093138275,1.71549257497606,-0.116432577185864,-0.359794613013641,0.278343045255398,0.37,-0.478433609374722,0.0418382,0.027573625,0.053350915,0.054,0.08922895,-0.027805585,0.235841,0.16,0.6262818,0.51183039,0.76863175,1.10676564541429,0.901793907463794,1.35425173330677,-0.192564668149184,-0.457740623847667,0.060134533349558,0.17,-0.726176955380295,0.0222164,0.01531762,0.033098795,0.156,0.4142765,0.343984,0.3902375,0.5306895,0.3199595,0.359291,0.2385445,0.368527,0.40822,SL1344_4040,hslU,SL1344_4040
3512,0.730016,0.65253385,0.83433655,0.949495874894206,0.830776480168636,1.06223944459507,2.88304,2.6908445,3.2130245,0.04999965,0.044005425,0.056601815,-0.01233315,-0.1096081,0.07362116,0.5625,0.71629415,0.62987192,0.831042157,0.967685112657638,0.834069822698847,1.1004573518534,0.016488883782803,-0.095626153639429,0.148246860760407,0.6775,0.125145241002034,0.0409404,0.033333155,0.04760298,0.0405,0.06398335,-0.04097572,0.18420715,0.2465,0.79616965,0.690477645,0.933632555,0.870602365461504,0.742419677724795,1.00386621856332,-0.077200363087667,-0.208157120374551,0.05167019208902,0.371,-0.589510344384495,0.08108035,0.0670707,0.093323075,0.001,-0.07651145,-0.18958465,0.074674285,0.2395,0.654546,0.562796565,0.804613875,1.05897397706642,0.861465618743902,1.23161231692644,0.112588066509353,-0.096207859929989,0.289914723399993,0.303,0.634919016032591,0.02487635,0.019553935,0.034431995,0.0025,0.435843,0.3251755,0.2839695,0.56924,0.193764,0.2903675,0.2156785,0.2491055,0.5250085,SL1344_4041,hslV,SL1344_4041
3513,1.020285,0.8829537,1.188547,0.679366237252947,0.583188701007797,0.78503232876763,1.44711,1.2466455,1.6129975,0.02250005,0.019985225,0.02536378,-0.1139465,-0.2735888,0.040878825,0.162,0.9042789,0.7782145,1.072207485,0.766519246343917,0.646467419545194,0.890689128394114,0.08536215620538,-0.03097817801444,0.204956035215334,0.318,0.713766932823342,0.0231778,0.01941105,0.02754521,0.427,-0.06008225,-0.2423704,0.13477785,0.362,0.95895625,0.78642175,1.18473492,0.722814186426889,0.585065422363465,0.881393708652802,0.042430972854595,-0.087272578468472,0.190619507500531,0.539,0.286331010398165,0.0546831,0.046247255,0.064068355,0,-0.01626175,-0.27326305,0.28545515,0.5075,0.9979781,0.7437114,1.3357672,0.694551501610146,0.518913161362001,0.93201096924807,0.011536321176412,-0.154142405681286,0.226693632319927,0.6045,0.053618076537108,0.0168532,0.013891345,0.02172881,0.059,0.28847,0.167986,0.406162,0.73705,0.5051515,0.305407,0.3418165,0.235482,0.335185,SL1344_4042,ftsN,SL1344_4042
3514,1.26793,1.1256645,1.415451,0.546676221281771,0.489700583465283,0.61576712006203,1.56842,1.450902,1.68541,0.0107524,0.0095066255,0.012134885,-0.114163,-0.25997015,0.054570755,0.1625,1.1571105,1.02172375,1.303796225,0.599032832701095,0.531637720416353,0.67840958294487,0.054066397933434,-0.024669525582303,0.124460363456857,0.466,0.768054442329207,0.010353,0.0086528145,0.01231235,0.408,-0.01655035,-0.19564295,0.17918935,0.5155,1.249438,1.071245465,1.45725985,0.554767181558157,0.475651059720649,0.647047998522925,0.006894192952959,-0.069909204746963,0.091449508519092,0.8055,0.081534707863126,0.0218919,0.018672095,0.02546018,0,-0.2678265,-0.43056565,-0.071750775,0.02,0.9896465,0.8346705,1.227860825,0.700398772632848,0.564516091965398,0.83044424428526,0.14759922435516,0.034324635490874,0.261632114695162,0.0785,1.29435660110936,0.008645755,0.0067735655,0.011040795,0.098,0.2038115,0.1278635,0.371427,0.713909,0.413899,0.3502075,0.283311,0.2931265,0.377355,SL1344_4043,cytR,SL1344_4043
3515,1.060165,0.88268295,1.270704,0.653810663254093,0.545482804931953,0.785273118660448,1.075795,0.6861703,1.368314,0.01980255,0.017757565,0.02213155,-0.0423471,-0.20454225,0.1229005,0.4105,1.0153863,0.8500088,1.238642005,0.682643818001907,0.559602533297876,0.815458891684645,0.027021474196958,-0.075350560368292,0.127836558583014,0.648,0.268030070713255,0.0190776,0.01653809,0.022101515,0.377,-0.0230359,-0.2165699,0.2053562,0.4915,1.0409925,0.8038683,1.31935001,0.665852236498565,0.525370201490741,0.862264613863643,0.014615222894494,-0.108346667183596,0.158414278068762,0.685,0.101636432011199,0.05107915,0.04335567,0.05934628,0,-0.118149,-0.3169292,0.1041861,0.22,0.9317895,0.7218764,1.260739075,0.743888164260271,0.549794345133474,0.960202024292585,0.084031252846932,-0.056490180418784,0.260591548364688,0.354,0.475935161982558,0.01901685,0.0152218,0.02266712,0.3905,0.140355,0.333515,0.4728185,0.7188465,0.4374995,0.170853,0.2898305,0.3262175,0.301791,SL1344_4044,priA,SL1344_4044
3516,0.368973,0.31892745,0.43390675,1.87858523107335,1.59745656391271,2.1733695370235,2.556485,2.090836,3.0518595,0.03538515,0.02997163,0.042217705,0.0152411,-0.056850835,0.098553015,0.5475,0.3834207,0.32422865,0.467759615,1.80779801549612,1.48184489541814,2.13783448220174,-0.076349700561941,-0.440840491451538,0.282349517536394,0.4505,-0.209469491329527,0.02790325,0.023251775,0.033680655,0.0625,-0.03257335,-0.1052465,0.04811279,0.3875,0.334991535,0.28294534,0.418170075,2.06914834599597,1.6575724137528,2.44975649633661,0.183597061924846,-0.239802022653912,0.609278001489359,0.304,0.431302050105117,0.0287399,0.02341709,0.036287065,0.093,-0.08013835,-0.1705511,0.054191805,0.215,0.2912496,0.20365495,0.424693376,2.37990775618987,1.63211227095851,3.40353774084899,0.507800882487583,-0.249651503990742,1.48952608902715,0.1675,0.51725358491864,0.0711962,0.01717525,0.13884945,0.1415,0.494231,0.434282,0.388488,0.5859245,0.48023,0.32248,0.436341,0.4521985,0.22643,SL1344_4045,rpmE,SL1344_4045
3517,0.369064,0.29361135,0.46626795,1.87812196283279,1.48658554799104,2.36076426075809,1.89875,1.3329245,2.3959805,0.0593883,0.043333245,0.07751157,0.2561885,0.11588735,0.4326879,0.0035,0.629548,0.4699789,0.8301148,1.10102356082757,0.835001593299945,1.47484749776483,-0.761877474712516,-1.15690552045863,-0.394830876076764,0.003,-1.92866679446393,0.0415712,0.030964075,0.05447721,0.07,-0.167651,-0.2685933,-0.065410115,0.0135,0.1984065,0.13240975,0.302302695,3.49357122260051,2.29289173454556,5.23486517041005,1.59416697105543,0.466346546959296,3.29044711948305,0.0075,0.939801702291422,0.08196865,0.026626845,0.13812365,0.243,0.082084,-0.04618572,0.23085715,0.22,0.4498079,0.33351839,0.60540065,1.54098496017364,1.14494006937166,2.07828870908037,-0.348500914539584,-0.830041906703806,0.205190534574607,0.187,-0.723720140570575,0.0608621,0.04102099,0.087410345,0.457,0.2923375,0.364113,0.378861,0.536204,0.5443885,0.3771115,0.580447,0.364764,0.513482,SL1344_4046,,SL1344_4046
3518,0.768023,0.64855125,0.91889435,0.902508373147439,0.754327410849638,1.06876246896368,1.05051,0.58898215,1.4464345,0.0297923,0.02516563,0.034880425,-0.03208295,-0.1460461,0.08587256,0.4385,0.735506085,0.60761743,0.89927051,0.942408492256809,0.770788292128229,1.1407625081309,0.038511692790601,-0.10092652204797,0.189873518223477,0.553,0.254434648105372,0.02479915,0.019553425,0.031489485,0.1455,-0.208758,-0.335117,-0.079294755,0.0115,0.559534,0.43065355,0.73174371,1.23879368305337,0.947254035189101,1.60952389852412,0.328847628714765,0.108879243498811,0.642572482961114,0.0185,1.04820394133179,0.06669885,0.053143575,0.08523269,0,-0.1388115,-0.28400015,0.053033105,0.1315,0.6285287,0.4828318,0.871545415,1.10280911737088,0.795308243947018,1.43558727417968,0.199165634012929,-0.059508007362319,0.476808791993916,0.167,0.717343929745128,0.02839085,0.019422105,0.040622025,0.4365,0.201486,0.338259,0.301764,0.583807,0.4456435,0.4492065,0.3972265,0.4232595,0.373437,SL1344_4047,,SL1344_4047
3519,0.487466,0.4176251,0.566232,1.42193954327678,1.22413991049196,1.65973546121597,1.875205,1.558711,2.1218875,0.0282598,0.023163235,0.03525314,0.3228205,0.2073955,0.446943,0,0.811507,0.68584065,0.94634,0.854148123212884,0.732450473699122,1.01065340614022,-0.569460841051446,-0.776589041239451,-0.377455055532208,0,-2.74931583692882,0.01817095,0.01525599,0.02138126,0.0015,-0.07884195,-0.19065825,0.08397769,0.2665,0.40543895,0.3006234,0.587599305,1.70962160057112,1.17962559633423,2.30569936488293,0.272785312546342,-0.20066278115106,0.829419315334751,0.258,0.490062251281538,0.052154,0.03630733,0.077283,0.002,-0.02970975,-0.13953865,0.079841745,0.4435,0.45839055,0.36849659,0.555805215,1.51213237146463,1.24710449645327,1.88101396291898,0.090102668723898,-0.223959924895946,0.481042217796582,0.4195,0.23047724114284,0.0252581,0.01574442,0.03881216,0.337,0.397718,0.2733925,0.3054255,0.5926435,0.427843,0.364618,0.289201,0.3793075,0.356688,SL1344_4048,metJ,SL1344_4048
3520,0.7960715,0.65618795,0.95534805,0.870709704724506,0.725544260852392,1.05632416104362,1.320385,0.93685615,1.6093885,0.03272385,0.02779071,0.03844756,-0.1230345,-0.2533543,0.01035768,0.094,0.671702,0.54585005,0.818077545,1.03192668538708,0.847287872577322,1.2698490760295,0.160468573223124,-0.012927307390028,0.346706600638503,0.1375,0.861631619761635,0.02977535,0.02337013,0.037394245,0.2835,-0.1011505,-0.2406656,0.05953057,0.178,0.6945495,0.54241425,0.87040227,0.997980965769117,0.796352704181463,1.27789266805893,0.126495269433048,-0.061833685372572,0.3331770165444,0.2555,0.612029224646032,0.05969435,0.04733443,0.073391275,0,-0.197477,-0.3501219,-0.016080345,0.0555,0.592223,0.481877,0.795222015,1.17041584108821,0.871639910298501,1.43843182649879,0.292501609112944,0.020924673929729,0.530744579343447,0.0795,1.22774497325124,0.02868895,0.02155902,0.04059252,0.2685,0.3165795,0.339046,0.3253935,0.492651,0.466502,0.3276305,0.386935,0.3028745,0.455671,SL1344_4049,metB,SL1344_4049
3521,1.08488,0.8824536,1.318364,0.638915992093346,0.525763168566027,0.785477201371098,2.12144,1.8134565,2.345514,0.02923235,0.025594285,0.033317785,-0.115575,-0.29240295,0.07048848,0.1915,0.96898915,0.78897897,1.205139565,0.715330195896219,0.575159261190031,0.878536964766522,0.075952300501421,-0.044186223749826,0.198856190589512,0.361,0.617981257118732,0.02798625,0.02378708,0.032754935,0.3645,0.001264505,-0.2046053,0.2251503,0.5565,1.08274915,0.83379739,1.430647455,0.640173397487969,0.484498946734451,0.831313688892577,-0.000801564648007,-0.114391597049266,0.137623754814931,0.7505,-0.007056646001963,0.05367565,0.046017855,0.063086665,0,-0.2106085,-0.44848685,0.04594266,0.1065,0.858148,0.68758445,1.1662467,0.807724520157102,0.594340103986115,1.0080904145649,0.159633861490482,-0.027809846470571,0.352499331000985,0.181,0.827695397707205,0.02324945,0.01711097,0.031551525,0.1165,0.294098,0.248609,0.3362265,0.5691695,0.4339975,0.307121,0.293977,0.3547895,0.297153,SL1344_4050,metL,SL1344_4050
3522,0.999351,0.889311,1.1637305,0.693597325360137,0.595625194442263,0.779420453540376,0.1817165,0.017880165,0.5570232,0.011021,0.0096085625,0.012605245,-0.06080585,-0.1967974,0.08471196,0.3225,0.94155015,0.82554995,1.10448373,0.736176591951408,0.627575731914669,0.839618705859236,0.043643051130407,-0.062187625480901,0.147090848486675,0.536,0.421884779045632,0.010842,0.009129847,0.0128437,0.4715,-0.1808295,-0.34759825,-0.012301105,0.058,0.8181065,0.6832133,1.0055494035,0.847257882161591,0.689321899578708,1.01453994590469,0.152490356391719,0.008202686511214,0.316073587252113,0.112,0.932188193066424,0.02631685,0.02196025,0.031764325,0,-0.1098805,-0.29100865,0.089879725,0.207,0.8925892,0.7174475,1.124479875,0.776557898960182,0.616415823430714,0.966129480860783,0.083212545413065,-0.059392124303488,0.264681546050659,0.3425,0.458549642752738,0.013909,0.010181315,0.019217895,0.148,0.266748,0.465334,0.475021,0.771915,0.539619,0.408652,0.3882105,0.425393,0.3187125,SL1344_4053,,SL1344_4053
3523,0.680109,0.6069155,0.7929346,1.01917074104419,0.874154287840997,1.14208186230708,0.2213465,0.01714109,0.60343415,0.020087,0.01694389,0.024118655,-0.02729445,-0.11041275,0.058728435,0.4435,0.6547652735,0.57913087,0.769107125,1.05861933829498,0.901236224134959,1.19687487500927,0.040989033647175,-0.090439983094214,0.174766646663001,0.54,0.306396808278568,0.0196517,0.015143505,0.025941305,0.455,-0.1377475,-0.2237692,-0.046945535,0.0205,0.545096,0.46911535,0.655707255,1.27160569994692,1.05709853980003,1.47756235374281,0.256394502775921,0.079674328036187,0.437501810514424,0.0265,1.41570489881128,0.045242,0.03674636,0.056554785,0,-0.147841,-0.25373675,-0.02542089,0.0455,0.53173815,0.44159945,0.686840165,1.30354984049501,1.00918266592871,1.56962872286686,0.280433091602148,0.038605618234306,0.533801196594536,0.0565,1.10682081160362,0.0210945,0.014166145,0.031586855,0.427,0.1049965,0.3382665,0.2720315,0.6051815,0.424799,0.399506,0.43895,0.4042675,0.382605,SL1344_4054,,SL1344_4054
3524,0.6785975,0.55338075,0.8369575,1.02144081074474,0.828174890977702,1.25256841134855,0.599376,0.1523185,1.0110515,0.04213705,0.036394825,0.04824526,-0.09576725,-0.22756715,0.028583065,0.1475,0.5814695,0.4733193,0.721094215,1.19206111513168,0.961243596515396,1.46443897181867,0.168433374818776,-0.047324679591381,0.395269737907693,0.182,0.742532513416962,0.0355407,0.029350235,0.04322374,0.1005,-0.05418295,-0.18538835,0.08554316,0.3535,0.623124,0.49448628,0.808181905,1.11237439645431,0.857662434591561,1.401752098335,0.089491382411743,-0.123023433793648,0.330382719312931,0.4025,0.371501040938022,0.0505545,0.042355645,0.06268919,0.0725,-0.08650015,-0.21638265,0.06208232,0.2225,0.59229965,0.46152449,0.77513066,1.17026437647288,0.894232718544769,1.50186436778601,0.144694912821121,-0.092992334296914,0.417338761035511,0.2575,0.53071035260382,0.03531685,0.027007885,0.04429294,0.142,0.3375675,0.255151,0.415194,0.5452385,0.4777275,0.4219355,0.3838355,0.2372285,0.28338,SL1344_4055,metF,SL1344_4055
3525,0.1395325,0.1119275,0.2006216,4.96763971150285,3.45500085806199,6.19282286143065,1.339025,0.3419377,2.7967565,0.0403863,0.004674681,0.10888415,0.07073525,0.0054473155,0.1579748,0.1055,0.211355,0.1542483085,0.31542985,3.27954002048367,2.19746857715794,4.49371009284353,-1.63504254961869,-2.98849548356776,-0.145633217546591,0.0405,-1.20805275795442,0.0683361,0.031104655,0.1113536,0.26,-0.0328392,-0.08722978,0.0225969,0.337,0.10643359,0.07829087,0.168255285,6.51248529844679,4.11961644909142,8.8534879629031,1.55476318237884,-0.760670948990649,4.08990304617618,0.155,0.61328497278647,0.06818635,0.007614992,0.1785374,0.3035,0.126027,0.02749384,0.2632859,0.035,0.2681655,0.171636054,0.41517865,2.58477393847743,1.66951663723724,4.0384707317205,-2.28898877692721,-3.68872050166521,-0.627048541855182,0.0165,-1.63530534921302,0.0829022,0.020695395,0.13297565,0.2235,0.4009495,0.3324845,0.5407295,0.5044275,0.537547,0.3903615,0.523095,0.2865385,0.5482205,SL1344_4056,katG,SL1344_4056
3526,1.34011,1.0465455,1.697967,0.517231571272012,0.408221935916995,0.662319236295874,2.22929,1.912847,2.4440555,0.02537345,0.020621515,0.03022562,0.206922,-0.04194879,0.4719419,0.1195,1.5404585,1.193363095,1.9918615,0.449961613957941,0.347989652282265,0.580835129272394,-0.068977880174827,-0.162972082290333,0.013455702677143,0.3695,-0.733852499647399,0.01836455,0.01457823,0.02261689,0.021,-0.05244345,-0.3128496,0.20316305,0.415,1.2798081,0.94171235,1.72583525,0.541602433222614,0.401629992018556,0.736050101660499,0.021288505424455,-0.072655189741283,0.155556264215995,0.6705,0.158552623623566,0.058402,0.0473016,0.071116095,0,-0.04236095,-0.32824265,0.23651415,0.4395,1.2910535,0.94076875,1.702995758,0.536884940705497,0.407016389454654,0.736788063504198,0.016771496174668,-0.090647264886278,0.155453089962828,0.6855,0.120935271340242,0.0331126,0.024378605,0.046563925,0.1115,0.369217,0.440308,0.432092,0.7452135,0.5687745,0.3499635,0.408243,0.6872745,0.4978765,SL1344_4057,yijF,SL1344_4057
3527,0.7175445,0.5894173,0.79646605,0.965998885703039,0.870278381177556,1.17598716661103,2.233175,1.5498145,2.421425,0.0148551,0.01187528,0.01776478,0.080582,-0.0021219625,0.1643985,0.128,0.80087775,0.6362696635,0.89592065,0.865484378428794,0.773670280472805,1.08939218594641,-0.098685849814918,-0.197519452701821,0.002768474277015,0.223,-0.998505032016753,0.010565,0.008273115,0.012663235,0.0035,-0.117523,-0.21464505,-0.018436465,0.0535,0.601161,0.4543836,0.7053601435,1.15301422092192,0.982685511346402,1.52546746540734,0.192516633694343,0.028321772178332,0.423821054923707,0.0885,0.832308490564651,0.04372255,0.03407999,0.053192695,0,0.01305205,-0.09747946,0.16484425,0.5345,0.7244609,0.60271361,0.88259498,0.956776536131098,0.785351374450627,1.15004402883925,-0.01831546355998,-0.201885267704804,0.140822718687214,0.6275,-0.099773836145349,0.01259825,0.0095849715,0.018008115,0.2605,0.540504,0.5262865,0.2650285,0.6446515,0.292356,0.3518065,0.269126,0.287311,0.4067665,SL1344_4058,gldA,SL1344_4058
3528,0.7981225,0.7165534,0.8878746,0.868472191123628,0.780681405532703,0.967334996422613,2.15692,1.866925,2.329663,0.0223997,0.01929933,0.02644816,0.136229,0.04513405,0.2297711,0.017,0.937215,0.82885125,1.03959685,0.739581826180333,0.666746136851432,0.83627451918308,-0.12735504100141,-0.208791326059135,-0.04311683828759,0.064,-1.56386113280016,0.01635465,0.01378404,0.019667905,0.008,-0.1387865,-0.23614265,-0.04651012,0.0195,0.6602274,0.5680336,0.763284205,1.04986127616846,0.908111532993257,1.22025735941512,0.185062422356371,0.057973737070408,0.330386005375348,0.04,1.27345072638489,0.053655,0.045892715,0.06300087,0,0.0129295,-0.13945865,0.22404495,0.531,0.8104591,0.6601121,1.03419305,0.85525251250128,0.670229973757705,1.05004465239226,-0.013514463998892,-0.199937542164186,0.171933912121832,0.628,-0.072493513849765,0.0253598,0.018694125,0.03432996,0.29,0.3927385,0.4098275,0.24747,0.5457295,0.245139,0.3360415,0.3262635,0.374448,0.2850485,SL1344_4059,talC,SL1344_4059
